id,index,year,month,day,state,text,category,banking,stringency,explanation,stringecy_num
660,656,1982,1,26,kentucky,"The Kentucky Department of Banking and Securities is soliciting comments on amendments to Rules 808 KAR 10:010,  Forms for Application, Registration; Reporting and Compliance,  and 808 KAR 10:190,  Securities Registration Exemptions for Certain Business Transactions,  as well as the addition of Rule 808 KAR 10:200,  Investment Advisers' Minimum Liquid Capitalization âall published in the January 1, 1982 issue of the Ad1ninistrative Register of Kentucky. Such correspondence may be forwarded to Andrew J. Palmer, General Counsel, Department of Banking and Securities, 911 Leawood Drive, Frankfort 40601. The Department will also entertain requests for a hearing, to be directed to Mr. Palmer.","Exemption, Registration, Other",Yes,Neutral,"The Kentucky Department of Banking and Securities is inviting feedback on proposed amendments to existing Rules regarding application forms, registration, reporting, and compliance procedures, as well as securities registration exemptions for particular business transactions. They are also introducing a new Rule about minimum liquid capitalization for investment advisers. The amendments and addition may affect procedures for applications, compliance, and exemptions, but without specific details on the nature of changes, the impact on stringency cannot be determined. Businesses and financial intermediaries need to review these proposed changes to assess the potential impact on their operations.",0
661,656,1982,1,26,minnesota,"Minnesota s Commissioner of Securities and Real Estate has given notice of intent to amend Rules SDiv 2014, on agent's bonding requirements, and SDiv 2030, on cheap stock, without a public hearing. A free copy of the proposed rules may be obtained from Daniel W. Hardy! Assistant to the Commissioner, Securities and Real Estate Division, Department of Commerce, 500 Metro Square Building, St. Paul 55101 (telephone: (612)296-5689).","Broker/Dealer, Other",No,Neutral,"The proposed amendments are targeting real estate and securities agents' bonding requirements and rules on cheap stock. While the impact on stringency remains unclear without further details, it may impact the business operations of agents and the financial intermediaries involved. Specifically, adjustments to agent's bonding requirements could influence brokerage activities, and changes to rules on cheap stock might affect the stock's liquidity or trading conditions.",0
662,656,1982,1,26,ohio,"A three-point policy statement issued by the Ohio Division of Securities and announced in REPORT No. 655 (January 12, 1982) sets out necessary steps to be taken in registrations by coordination in order to assure simultaneous effectiveness of filings with the United States Securities and Exchange Commission and the Division. The formal notice stresses that the Ohio  time-on-file  requirements will be neither waived nor shortened.","Registration, Disclosure",No,More,"The policy statement issued by the Ohio Division of Securities outlines increased registration requirements for simultaneous filing with the Securities and Exchange Commission and the Division. By emphasizing that time-on-file requirements will not be waived or shortened, this action suggests a more stringent approach. It's expected to have a significant impact on businesses and financial intermediaries, who now need to ensure that their registrations are more thoroughly prepared and timely submitted.",1
663,656,1982,1,26,oklahoma,Barter franchise agreements sold or offered for sale by a corporation and memberships sold or offered by a franchisee involve  securities  under the Oklahoma Blue Sky Law as investments in risk capital of a venture. Securities also include trade units as  evidence of indebtedness .,"Disclosure, Other",Yes,More,"The text indicates that barter franchise agreements and memberships as well as trade units are considered securities under the Oklahoma Blue Sky Law, hence shifting in position a higher disclosure. This impacts businesses and financial intermediaries, as they now have to account for more comprehensive disclosure requirements in relation to these types of transactions. The introduction of this law potentially increases oversight of the financial sector, creating a more stringent regulatory environment.",1
664,656,1982,1,26,oklahoma,"A notice in the issue of The Oklahoma Gazette for January 4, 1982, indiÂ­cates permanent adoption of Emergency Rule R-410(a)(2)- Issuance of Evidence of Indebtedness as Tax-exempt Certificates Pursuant to Claims of Tax-exempt Status Under Title III, Economic Recovery Act of 1981ââappearing at 46,420 of CCH BLUE SKY LAW REPORTS.,Also released in that issue of the Gazette is the text of an emergency rule promulgated December 30, 1981, by the Administrator of the state Securities Commission. It requires disclosure by various financial institutionsâcategorized in the ruleâregarding noninsured status of certain securities and deposits. The rule will be finalized following consideration of comments to be submitted by 4 p.m. on February 15. It will be reflected in place in the  Oklahoma  division with an early REPORT.","Exemption, Disclosure",Yes,More,The adoption of Emergency Rule R-410(a)(2) and the other emergency rule has increased the stringency of financial regulation in Oklahoma. It expands tax-exempt status claims and imposes additional disclosure requirements on various financial institutions regarding the noninsured status of certain securities and deposits. These changes could potentially increase the burden on financial institutions and impact the financing of businesses and investment activity.,1
665,656,1982,1,26,texas,"Two proposals of the Texas State Securities Board noted in REPORT No. 655 (January 12, 1982) have been adopted; one amends Rules Sections 115.1-115.3, concerning application and examination requirements in connection with registration of dealers and sales persons, and the other adds new Section 115.6, governing denial, suspension or revocation of registrations of sellers with criminal backgrounds. The update will be reflected in the  Texas  division in an upcoming REPORT.","Registration, Broker/Dealer",No,More,"The adoption of the proposals leads to more stringent regulations concerning the registration of dealers and sales personnel, especially those with criminal backgrounds. By amending the rules for application and examination processes and including a new section on denial, suspension, or revocation of registrations, it places higher compliance obligations on individuals and firms dealing in securities. Hence, this might heighten scrutiny and improve the transparency and trustworthiness of the securities market in Texas.",1
666,657,1982,2,8,iowa,Alleged misrepresentations and omissions made in connection with the implementation of a voting trust and recapitalization plan were not made in connection with the purchase or sale of securities and therefore did not violate the antifraud provisions of the Iowa Uniform Securities Act. The plan did not provoke a material change in shareholder investments.,Other,No,Neutral,"The text relates to a case involving the misuse of a voting trust and recapitalization plan, not causing a significant shift in shareholder investments. While this involves securities, it doesn't stipulate a regulatory amendment or change, keeping the stringency neutral. It does not directly impact legal requirements for businesses or financial intermediaries and is mostly centered on the interpretation of Iowa's anti-fraud provisions under its securities law, categorizing as 'other.'",0
667,657,1982,2,8,michigan,Horizontal commonality is required in order for a discretionary trading account in the form of a bond-option investment program to involve an investment contract that must be registered under the Michigan Uniform Securities Act.,Registration,No,More,"The amendment in Michigan Uniform Securities Act increases the regulatory stringency by extending the registration requirement to bond-option investment programs, assuming they involve an investment contract. This higher threshold signifies increased obligations for businesses running such programs, as they'll need to obtain appropriate registrations under state law. Consequently, this may affect the ease and cost of their operations.",1
668,657,1982,2,8,oregon,"Anticipated profits derived through the management and control of others are required in order for the sale of fractional interests in undeveloped land to involve an investment-contract  security  that must be registered under the Oregon Blue Sky Law and, if the registration requirement is to apply, the offers to sell interests in land must originate in Oregon.",Registration,No,More,"This change primarily affects the registration of investment-contract securities related to fractional interests in undeveloped land under the Oregon Blue Sky Law. The requirement that anticipated profits are controlled and managed by others adds more stringency to the registration process. This also implies that such offers must originate from within Oregon, shrinks the geographical scope of potential offers, thereby potentially limiting the available capital for businesses and financial intermediaries in the state.",1
669,657,1982,2,8,pennsylvania,"Pennsylvania Securities Commission guidelines for the publication and distribution of advertisements in connection with offer and sale of retail repurchase agreements-representing short-term collateralized borrowing in an amount not to exceed $100,000, with a nonrenewable term of less than 90 days-by banks or credit unions appeared in the Pennsylvania Bulletin for January 23, 1982. The text of the guidelines will be published in a coming issue of the REPORTS.",Disclosure,Yes,More,"The Pennsylvania Securities Commission guidelines entail an increase in stringency for banks and credit unions working with retail repurchase agreements, particularly regarding disclosure requirements for advertisements. The rules limit the amount and term of such agreements, communicating to institutions that their activities with these instruments are being closely monitored. This heightened oversight may affect their operational flexibility, possibly steering them towards more conservative financial practices.",1
670,657,1982,2,8,texas,"Amendments to Rules of the Texas State Securities Board, intended to clarify and simplify dealer registrations and to bring uniformity to examination requirements for dealer and salesperson applicants, were adopted on January 8 and became effective February 1. An additional rule promulgated and operative on the same dates covers denial, suspension or revocation of registrations of sellers with criminal backgrounds, with reference to form of application and supplemental information to be submitted to the Board.","Registration, Broker/Dealer",No,More,"The amendments to Rules of the Texas State Securities Board increases stringency by enhancing clarification, simplification, and uniformity of dealer registrations and by implementing more rigorous examination requirements for dealer and salesperson applicants. Moreover, the denial, suspension or revocation of registrations of sellers with a criminal background signifies a more stringent regulation. This implies a higher level of regulatory compliance for dealers and salespersons, thereby potentially impacting business operations and investment activities of financial intermediaries within Texas.",1
671,658,1982,2,23,illinois,"Sales under the Illinois Securities Law include transactions concerning fractional interests in oil and gas leases. In order for a violative transaction to be rescinded by the purchaser, the securities must be tendered to the seller or into court and the seller must be given six months' notice.",Other,No,More,"The change under the Illinois Securities Law increases the requirements for a transaction to be rescinded by extending the notice period and mandating the tendering of securities. This condition intensifies the stringency of the law, creating heightened demands for both the purchaser and the seller. This implies that businesses and financial intermediaries in Illinois engaging in transactions of securities, particularly fractional interests in oil and gas leases, would need to follow added procedural steps, increasing the compliance burden.",1
672,658,1982,2,23,kentucky,"The regulation listing forms acceptable in connection with securities and sellers' registrations in Kentucky has been revised, effective February 1, 1982, with uniform forms designated to replace a number of state-issued forms in use until that date. The new text indicates that instead of sending copies on request, the Department will make available information as to where they can be obtained.","Registration, Disclosure",No,More,"The revision in Kentucky's securities laws introduces uniform forms, replacing a variety of state-issued forms and changes the methods of access to these forms. This may imply an increased layer of standardization and control, enhancing uniformity in registration processes and possibly improving the clarity and efficiency for both securities issuers and sellers. However, businesses and financial intermediaries will have to adapt to these changes, potentially necessitating updates to their processes and systems.",1
673,658,1982,2,23,massachusetts,"Seller registration fees determined by Massachusetts' Executive Office for Administration and Finance and which took effect last July 1 (CCH BLUE SKY LAW REPORTS Â¶31,491) have been made a part of the state's securities rules. Other recent changes also deal with broker-dealer and agent procedures, among them provision for Central Registration Depository entry of agents affiliated with members of the National Association of Securities Dealers. An addition allows accomplishment of administrative service of process by registered mail. The revisions became operative on January 28, 1982.","Registration, Fees, Broker/Dealer",No,More,"The enacted changes in Massachusetts' state securities rules have increased stringency by introducing seller registration fees and modifying broker-dealer and agent procedures. This imposes additional obligations and financial burdens on businesses, especially for agents affiliated with the National Association of Securities Dealers. Accordingly, businesses and financial intermediaries need to ensure compliance with these new practices and fee structures to avoid potential penalties.",1
674,658,1982,2,23,new jersey,"A new law and title enacted in New Jersey replaces the Prudent Investment Law, effective May 1, 1982.",Other,No,Neutral,"The change from the Prudent Investment Law to a new law in New Jersey requires Ambiguous transitions like these generally pose uncertainties for businesses and financial intermediaries, which may affect planning and investment activities until the specifics of the new law are adequately understood. However, due to the lack of specific details about the new law, further review is needed to fully define the implications.",0
675,658,1982,2,23,north dakota,"Whether an offer of securities in North Dakota is a transaction exempt as a limited offering, the parties must be considered in terms of offerees and offerors rather than of buyers and sellers. In addition, summary judgment as to the issue of remuneration should be denied where conflicting inferences can be reached from undisputed facts.",Exemption,No,Neutral,"The consideration of parties as offerees and offerors rather than buyers and sellers in the view of exempt securities transactions in North Dakota maintains the existing norm. Also, the courts' refusal to provide summary judgment pertaining to the issue of remuneration, in the face of conflicting inferences rising from undisputed facts, bolsters the need for comprehensive evaluation of securities remuneration. Thus, while these changes do not alter the stringency of Blue Sky Laws, they might necessitate a more careful and nuanced handling of security offerings, especially those claiming exemptions.",0
676,658,1982,2,23,oregon,"Changes in Blue Sky Regulations summarized in REPORT No. 657 (February 8, 1982) now appear in place in the Oregon division. Amendments affect registration of National Association of Securities Dealers salespersons with the Central Registration Depository, issuer reporting requirements, security ownership statements, and offerings of securities involving mortgages, trust deeds and land sales contracts. In addition, six reporting-requirement rules have been suspended as no longer necessary for the protection of investors and the public interest.","Registration, Disclosure",No,More,"The new amendments will have increased stringency as they affect the registration of NASD salespersons with the Central Registration Depository, issuer reporting requirements, and security ownership statements. They will impose further restrictions on securities involving mortgages, trust deeds and land sales contracts. However, the suspension of six rules suggest that some procedures are now deemed unnecessary for investor and public protection, potentially easing regulation in these specific areas.",1
677,658,1982,2,23,pennsylvania,"Guidelines drawn by the Pennsylvania Securities Commission for publication and distribution of advertisements connected with the offer and sale of retail repurchase agreements issued by banks or credit unionsâannounced in REPORT No. 657 (February 8, 1982)âare now reflected in place in the Pennsylvania division. Such agreements represent short-term collateralized borrowing in an amount of $100,000 or less, with a nonrenewable term of less than 90 days, as described in specified federal regulations.",Disclosure,Yes,More,"The guidelines announced in Report No. 657 increase the stringency for publication and distribution related to the offer and sale of retail repurchase agreements issued by banks or credit unions. This could increase the burden on these financial intermediaries in providing detailed and compliant advertisements. However, this likely enhances investor protection and transparency by ensuring that advertisements provide accurate and sufficient information regarding these financial instruments.",1
678,658,1982,2,23,south carolina,Limited partnership interests that involve investment of money in a common enterprise with profits to come solely from the efforts of others qualify as  investment contracts  and are to be characterized as  securities  under the South Carolina Blue Sky Law.,"Registration, Other",No,More,"This change emphasizes that limited partnership interests, as long as they meet certain criteria, qualify as securities and hence they are subject to Blue Sky law regulations. It increases the range of financial instruments recognized as securities, thereby widening the scope of individuals or entities that must register. Furthermore, businesses involved in these securities may face higher compliance costs and responsibilities towards their investors to ensure transparency and protection.",1
679,658,1982,2,23,south dakota,"The expiration date for securities agents' licenses in South Dakota has been changed from July 1 to December 31 of the year following the effective date of the license. The application for renewal must be received by the Director of the Division of Securities before December 31, instead of June 1.,The changes become effective July 1, 1982.",Broker/Dealer,No,Neutral,"This change fundamentally alters the renewal period for securities agents' licenses in South Dakota, shifting them from a mid-year expiration to a year-end expiration. The implication for businesses and financial intermediaries is a change in timing for renewal application submissions to the Director of the Division of Securities, but the requirements and the level of regulation remain same as before.",0
680,658,1982,2,23,south dakota,"Effective July 1, 1982, summaries of annual statements of financial condition of South Dakota insurers must be published three times in a legal newspaper in every judicial circuit of the state in which the insurer has a licensed agent. Previously, publication was required in every circuit where policies were issued. The text of the amendment, S.B. No. 98, will appear in a forthcoming issue of the REPORTS.",Disclosure,No,More,"This change in the South Dakota law increased the disclosure requirements for insurers. Rather than limiting publication to circuits where policies were issued, insurers were now required to publish summaries of their financial statements in every judicial circuit where they have a licensed agent. This increased the disclosure burden for insurers but ultimately aimed at ensuring increased transparency for the state's potential policyholders.",1
681,658,1982,2,23,utah,"The Utah Financial Institutions Act of 1981 provisions relating to trust companies' fiduciary capacities have been clarified to include agents. and provide for coverage of deposits of funds exceeding insured amounts. The changes became effective February 11, 1982, but operate retroactively to July 1, 1981.",Other,Yes,Neutral,"The modifications in the Utah Financial Institutions Act of 1981 involved an expansion of the roles covered within trust companies' fiduciary capacities to include agents. It also introduced a provision for the coverage of deposits exceeding insured amounts. These changes, neither increasing nor easing regulatory obligations, effectively widen the scope of fiduciary roles and provide extra coverage of deposits, leading to potentially improved trust company operational transparency and protections for depositors.",0
682,658,1982,2,23,washington,"Patent rights and pledges of lease agreements securing a bank's loans are  securities  under the Washington Blue Sky Law's definition, which includes any note, evidence of indebtedness, investment contract, or interest or instrument commonly known as a  security.  The involvement of such rights or pledges in alleged fraudulent transactions would give rise to a violation of the law.",Other,Yes,More,"By defining patents and lease agreement pledges as securities under the Washington Blue Sky Law, the rights or pledges involvement in fraudulent transactions render the law's violation. This enhances regulation stringency, requiring businesses and financial intermediaries to exercise greater diligence in transactions involving such securities.",1
683,658,1982,2,23,washington,"Adoptions of amendments to Washington's Rules of the Administrator of Securities, promulgated on an emergency basis on August 19, 1981, have been finalized, with modifications, effective December 31, 1981. The adjustments pertain to registration and examination of broker-dealers, salespersons, investment advisers and investment adviser salespersons (representatives).","Registration, Broker/Dealer",No,More,"The amendments to Washington's Administrator of Securities rules necessitate both broker-dealers and investment advisers to engage in more comprehensive registration and examination processes. These changes, effective since December 31, 1981, have increased the stringency of the regulation, leading to potentially increased compliance costs and heightened oversight for these entities.",1
684,659,1982,3,8,massachusetts,The Massachusetts Uniform Securities Act exempts from registration an offer of exchange of corporate stock directed to fewer than 25 persons where the seller reasonably believes that all buyers are purchasing for investment. Notice of the transaction need not be filed with the Secretary of State unless the offer involves payment of a commission or other remuneration for soliciting a prospective buyer.,"Exemption, Registration",No,Less,"The Act operates to relax the regulatory requirements for corporate stock exchange conducted among a small group of investors (below 25) who are purchasing with investment intent. This implies that businesses dealing with such transactions are given more liberties, minimizing the regulatory compliance related costs. However, the complexity arises when there's a commission involved in soliciting prospective buyers, where such cases would have to be reported to the Secretary of State.",-1
685,659,1982,3,8,massachusetts,"A recent interpretive statement by the General Counsel of the Massachusetts Securities Division regarding the use of the phrase  payment directly or indirectly of any commission or other remuneration  in connection with limited- offering exemptions indicates the Division's position that  any form of payment received by a seller, sponsor, promoter, or principal of any offering will be considered to be 'indirect remuneration'.  Consequently, in any such payment situation the offeror is obliged to file a statutorily required notice absent a showing of extraordinary circumstances. Full text of the statement will be included in a forthcoming REPORT.","Exemption, Disclosure",No,More,"The reinterpretation by the Massachusetts Securities Division increases the scope of what could be considered as 'indirect remuneration', having potential implications on existing 'exemptions'. It imposes stricter regulations on limited-offering exemptions and requires businesses to file a required notice in certain payment situations. This promotes a heightened level of transparency and might require additional documentation or reporting, potentially increasing administrative burden on the offeror.",1
686,659,1982,3,8,minnesota,"As investment contracts under the Minnesota Blue Sky Law's definition of  securities,  coal contracts are subject to the statute's registration requirements. Unless the contracts are exempted by the Securities Commissioner prior to offer and sale, noncompliance will result in the entry of a cease-and-desist order.","Registration, Exemption",No,More,"The statement discusses the application of Minnesota Blue Sky Law's registration requirements on coal contracts. The law requires non-exempted contracts to be registered, increasing the regulatory burden. This could potentially deter financial intermediaries and businesses from engaging in transactions involving such contracts due to the increased registration requirements. Noncompliance leads to cease-and-desist orders, which further increases the stringency of the law.",1
687,659,1982,3,8,mississippi,"A Mississippi Blue Sky Rules addition, effective January 8, 1982, deals with clearance for effectiveness where exemption filings have been made by securities issuers. On the same day, a second rule was added to adopt the North American Securities Administrators Association, Inc. Guidelines for Oil and Gas Programs as the basis for review of related offerings in Mississippi.","Exemption, Disclosure",No,More,"The addition to Mississippiâs Blue Sky Rules in 1982 increased regulation within the securities industry in the state, particularly for securities issuers who had previously filed for exemptions. The adoption of the North American Securities Administrators Association, Inc. Guidelines for Oil and Gas Programs broadened the disclosure requirements for related offerings in Mississippi. These changes could have increased the burden on securities issuers and potentially restricted the pace of securities investments in the state.",1
688,659,1982,3,8,oklahoma,"An employee savings and retirement plan filed with the United States Securities and Exchange Commission is the basis for an opinion letter of the Oklahoma Administrator of Securities to the effect that, while the plan would appear to be exempt under the Blue Sky Law, there Â·would be a question as to the necessity for registration of certain underlying securities in reinvestment of the plan contract's proceeds or for independent exemption of such securities.","Exemption, Registration",No,More,"The Blue Sky Law's application to a retirement plan suggests a potential increase in regulatory oversight, particularly regarding the need to register underlying securities. The plan's exempt status may be in question if the reinvestment involves these securities. This raises implications for businesses, potentially necessitating additional steps to ensure compliance, and also for financial intermediaries who might need to adjust their strategies accordingly.",1
689,659,1982,3,8,south carolina,The limitation period of three years after execution of a contract of sale in which suit can be brought under the South Carolina Uniform Securities Act applies to alleged fraudulent practices in violation of federal securities laws. Application of the state period for federal purposes requires that there be commonality of purpose between the federal right and the state statutory scheme.,Other,No,Neutral,"This change adapts the South Carolina Uniform Securities Act to apply to violations of federal securities laws regarding fraudulent practices, limiting the period in which suit can be brought to three years after the execution of the sales contract. Whilst this creates a more clear timeline for legal recourse, it doesn't introduce new regulatory obligations or ease existing ones, thus the impact on stringency is considered neutral. Its primary practical implication is potentially limiting the litigation risk for businesses and financial intermediaries, while enforcing an enhanced layer of legal compliance within a defined timeframe.",0
690,659,1982,3,8,south dakota,"Effective July 1, 1982, banks in South Dakota may own stock in agricultural credit corporation or livestock loan company affiliates even though they are not incorporated in the state.",Other,Yes,Less,"This legal change facilitates banks based in South Dakota to expand their investments by acquiring stock in agricultural credit corporations or livestock loan companies, regardless of the location of incorporation. The amendment lowers the degree of regulation, meaning it is less stringent, and it allows banks to diversify and potentially enhance their revenues from affiliates' operations. Nonetheless, with these changes, there may also be an increased risk exposure due to an expanded investment scope.",-1
691,659,1982,3,8,virginia,"The Virginia Division of Securities has announced implementation of a transfer/interim registration system of its own. The action was taken because, during the development process of the Central Registration Depository System for agent applicants of National Association of Securities Dealers member firms, there have been significant delays in changing agents' connections from one such firm to another.,While the agent whose registration is in good standing with the State Corporation Commission m us t still file Form U-4 with the CRD, along with other required exhibits and filing fees, that party may also elect to file a newly developed Virginia form, accompanied by a $10 fee. Upon determination of pro per completion of the form, the authorization will be immediately returned by mail to the dealer firm.","Registration, Fees",No,More,"The Virginia Division of Securities' implementation of a new registration system introduces an additional layer of registration process. Despite the Central Registration Depository System, agents must also file a new Virginia form, inclusive of a $10 fee. This change increases the registration stringency and complexity for agents transferring between National Association of Securities Dealers member firms.",1
692,659,1982,3,8,wisconsin,"Pursuant to administrative powers of the Wisconsin Commissioner of Securities, as of March 1, the written examination requirement imposed on investment adviser representatives and supervisory employees has been waived for certain applicants. The information, as officially released in the Wisconsin Securities Bulletin for February and to be reflected in the Wisconsin  division in an upcoming REPORT, provides for waiver for:
1. Any applicant for investment adviser representative qualification who has successfully completed either:
a.	one or more parts of the Chartered Financial Analyst Examination,
b.	the Chartered Investment Counselor Examination,
c.	the NASD Series 1, 6 or 7 Examination,
d.	the NASD/SECO Non-Member General Securities Examination, or
e.	the New York Stock Exchange Test Series S; or
f.	Any applicant for investment adviser representative qualification who has been employed as a portfolio manager or securities analyst in the banking, insurance or securities industry for three years preceding the filing of the application for qualification.
2. Any applicant for investment adviser representative qualification whose activities will be limited to supervising the firm's investment advisory activities in Wisconsin provided that the applicant has been employed for three years preceding the filing of the application in a supervisory capacity, or as a portfolio manager, by an investment adviser registered under the Investment Advisers Act of 1940 for at least three years and the investment adviser has been engaged in rendering  investment supervisory servicesï¿½ as defined in Section 202.(a)(13) of the Investment Advisers Act of 1940.

Any questions regarding the new provisions may be directed to the Licensing and Regulation Division of the Commissioner's Office at (608)266-3693.","Exemption, Registration",No,Less,"The rule alteration relaxes the examination requirement for certain applicants, specifically those with relevant qualifications or experience. This makes the registration process less stringent by providing an exemption from the written examination for these individuals. As a result, it could potentially increase the number of registered investment adviser representatives and supervising authorities in Wisconsin, positively impacting the investment advisory activities in the state.",-1
693,660,1982,3,22,alaska," Materiality  of omissions and misstatements in violation of the Alaska Securities Act antifraud provisions is determined by using federal Rule 10b-5 as a guide. Also, sales under the Act by an issuer to no more than ten persons in 12 months are not exempt from registration where a financial corporation pays a broker-dealer for selling limited partnership interests. However, a purchaser's rescission remedy for nonregistration under the Act is subject to equitable defenses. Liability is also avoided by a person in control of a seller who did not know, and in the exercise of reasonable care could not have known, of facts by reason of which liability is alleged to exist.","Registration, Broker/Dealer, Disclosure",No,More,The amendment under the Alaska Securities Act heightens the responsibility of issuers and broker-dealers who fail to disclose material omissions or misstatements and those who oversee the sale of unregistered securities. This results in increased stringency as it expands the liability of seller's control persons who are unknowingly involved in fraudulent sales. It also potentially increases the vigilance and due diligence of parties involved in the sale of securities with a focus on transparency and adherence to rules.,1
694,660,1982,3,22,california,"Extensive amendments to California Blue Sky Rules Article 4, Subarticle 9, pertinent to real estate investment trusts, are now reflected in the  California  division. Sections of the REIT directives entitled  Selling Expenses,   Investment Policy  and  Removal of Trusteesâ were repealed and sections captioned  Transactions with Affiliates  and  Limitation on Borrowing  were added in the revision, which became effective February 27. The amendments were announced in REPORT No. 659 (March 8, 1982).","Disclosure, Other",No,More,"The revisions to the California Blue Sky Rules Article 4, Subarticle 9, mainly affect the operations of real estate investment trusts (REITs). Certain sections dealing with Selling Expenses, Investment Policy, and Removal of Trustees were repealed, while new sections targeting Transactions with Affiliates and Limitation on Borrowing were introduced. These changes potentially increase the disclosure requirements and regulation stringency, particularly concerning transactions with affiliated entities and borrowing limits for REITs. This likely impose stricter operational compliance for businesses operating as REITs in California.",1
695,660,1982,3,22,georgia,"In an action brought under the Georgia Securities Act of 1957, a sale of stock would not be exempt as an isolated transaction if it was one of repeated and successive sales of like character. That Act also required an owner desiring to sell stock to register as a limited dealer.","Exemption, Registration",No,More,"The changes to the Georgia Securities Act of 1957 increased regulation for sellers of stock if they were part of repeated and successive sales. This required them to register as limited dealers, reducing exemptions and raising regulatory stringency. The changes thereby increased the administrative burden and compliance requirements for those wishing to do business in Georgia, potentially influencing investment activity within the state.",1
696,660,1982,3,22,massachusetts,"A Massachusetts Securities Bulletin statement by the General Counsel of the state Securities Division has declared its position regarding the term  indirect remuneration  as used in connection with limited offering exemptions. His interpretation was summarized in REPORT No. 659 (March 8, 1982).",Exemption,No,Neutral,"The statement from the General Counsel of the Massachusetts Securities Division clarifies the Division's stance on the term \""indirect remuneration\"" in connection with limited offering exemptions. The interpretation, as described in REPORT No. 659, elucidates the language of the law but doesn't appear to add new rules or adjust existing ones, thus stringency remains neutral. This clarification may impact businesses and financial intermediaries dealing with limited offering exemptions as they need to ensure their activities adhere to the interpretation outlined by the Securities Division.",0
697,660,1982,3,22,minnesota,"Upon a Minnesota court's previously entered order for judgment being vacated and the action dismissed with prejudice, the liability of partiesâ defendant to class members under the original complaint would be discharged.",Other,No,Less,"The vacating of the judgment and dismissal with prejudice would lessen the burden on the defendant, giving them relief from potential liability tied to the original complaint. This particular change would reduce litigation risk for defendants facing class action lawsuits under the observed period's Blue Sky Laws, which might lessen the cost of doing business and foster more risk-taking behavior in securities dealings.",-1
698,660,1982,3,22,ohio,"A notice of public hearing has been issued by Ohio's Division of Securities with reference to amendment of Administrative Code Rules 1301:6-3-09 and 1301:6-3-33. The amendments would provide for a longer period of effectiveness of full registrations by qualification; modify diversification requirements affecting investment companies; eliminate posteffective review of advertising; provide for acceptance of standardized disclosure documents relating to foreign real estate applications and for requirement of specific disclosures relating to time-sharing and real estate exchange programs. Referral programs would be permitted under certain circumstances.,Information on the hearing, to be held at 10 a.m. on April 19 in the State Office Tower, 30 East Broad Street, Columbus, may be obtained from the Office of the Commissioner of Securities, Third Floor, Two Nationwide Plaza, Chestnut and High Streets, Columbus 43215 ((614)466-3440). Copies of the proposed amendments will be mailed upon request.","Registration, Disclosure",No,Less,"The amendments to Administrative Code Rules 1301:6-3-09 and 1301:6-3-33 indicate a loosening of regulations as they provide for lengthier durations of full registrations by qualification, modify diversification requirements for investment companies and eliminate post-effective review of advertising. This reduces the frequency of registrations and the oversight over advertising, thereby lowering potential regulatory hurdles for businesses. The changes could potentially make it easier and more attractive for businesses to finance themselves and for financial intermediaries to engage in investment activity in Ohio.",-1
699,660,1982,3,22,oklahoma,"A comprehensive discussion of target company qualification to do business in Oklahoma, rules interpretation of statutory language regarding  substantial assets  and  significant operations,  and pertinent filings with the Oklahoma Securities Department was included in an opinion letter recently issued by its Administrator. The letter will be in place in the  Oklahoma  division with a coming REPORT.","Disclosure, Other",No,More,"The issued opinion letter incorporates comprehensive interpretation of Oklahoma's business legislation and the Securities Department's filings. This could mean more rigorous disclosure requirements for target companies, necessitating greater transparency relating to substantial assets and significant operations. It reflects a strengthened regulatory framework for doing business in Oklahoma advantageous for investors but demanding for businesses.",1
700,660,1982,3,22,pennsylvania,"An addition to Pennsylvania's Blue Sky Regulations revised and consolidated provisions covering (1) financial forecasts and projections and (2) feasibility studies, effective December 19, 1981. In the covering order, two sectionsâ Use of Projections  and  Use of Feasibility Studies âwere accordingly directed for deletion.",Disclosure,No,Less,"The changes to Pennsylvania's Blue Sky Regulations resulted in the removal of provisions surrounding financial forecasts, projections, and feasibility studies. It implies a reduction in disclosure requirements from companies for their financials and business feasibility reports, possibly making it easier for them to raise capital without having to provide extensive future financial and feasibility projections. This change could increase the risk for investors by reducing access to comprehensive disclosures.",-1
701,660,1982,3,22,wisconsin,"Modifications regarding waiver of the written examination requirement imposed on Wisconsin investment adviser employees, published in REPORT No. 659 (March 8, 1982), appear in place in the  Wisconsin  division with this issue. The changes became operative March 1.,Â¶64,581.01",Exemption,No,Less,"The change in the law, as referenced in REPORT No. 659, waives the written examination requirement for investment adviser employees in Wisconsin, thereby reducing the regulatory burden for these individuals. This can potentially streamline the onboarding process for new advisers and expand the pool of potential employees. Yet, it may also reduce the level of knowledge assurance typically provided by such exams, making quality control more dependent on firm-level training procedures.",-1
